PRIMARY_SAMPLE_UNIT,YEAR,STATION_NR,DEPTH,MAX_HARD_RELIEF,MAX_SOFT_RELIEF,AVG_HARD_RELIEF,PCT_SAND,PCT_HARD_BOTTOM,PCT_RUBBLE,PCT_CORAL,PCT_OCTO,PCT_SPONGE,LAT_DEGREES,LON_DEGREES
6046,2017,1,23.3172,1.05,1.45,0.18225,27.5,52,20.5,4,9,4,18.2634,-64.89518
6047,2017,1,26.67,1.125,0.675,0.448125,10,90,0,17.5,2,6,18.2644,-64.8888
6048,2017,1,23.9268,0.9,1.1,0.3375,3.5,94,2.5,5,12.5,14,18.29378,-64.79564
6049,2017,1,27.2796,0.8,0.7,0.2975,6.5,92.5,1,11.5,2,2,18.26586,-65.10354
6050,2017,1,27.2796,0.75,1.1,0.3475,15,82.5,2.5,12.5,2,3,18.27265,-65.13972
6051,2017,1,24.6888,0.6,0.7,0.2185,22.5,70,7.5,6.5,0.5,1,18.27842,-65.14078
6052,2017,1,27.7368,1.025,0.7,0.39,1,94,5,13.5,1,1.5,18.28289,-65.14229
6053,2017,1,25.146,0.6,0.55,0.25525,10,80,10,7.5,1,3,18.28382,-65.13102
6054,2017,1,25.7556,0.65,1,0.25375,3,92.5,4.5,9,3.5,4.5,18.2897,-65.1379
6055,2017,1,25.908,0.65,0.625,0.2425,15,72.5,12.5,6.5,1,3.5,18.29405,-65.1397
6056,2017,1,23.1648,0.95,1.25,0.335,5.5,90,4.5,9.5,6,5.5,18.29592,-65.14465
6057,2017,1,23.9268,1.15,1.65,0.27,21,46.5,32.5,30,10,6,18.30691,-65.14498
6058,2017,1,24.9936,0.575,1,0.29375,11.5,85,3.5,36,8,11,18.30704,-65.1337
6059,2017,1,23.9268,0.8,1.3,0.2915,30,67,3,20,9,6,18.31006,-65.1465
6060,2017,1,23.1648,0.3,0.5,0.10625,32.5,17.5,50,1,0.5,15,18.32787,-64.80966
6062,2017,1,27.432,0.2,0.35,0.1,75,17.5,7.5,1,0,9.5,18.33914,-64.8188
6063,2017,1,18.1356,0.35,1.35,0.10625,65,27.5,7.5,1,60,10,18.34479,-64.83426
6064,2017,1,22.098,0.9,0.85,0.235,52.5,37.5,10,5,22.5,9,18.35186,-64.80509
6065,2017,1,21.9456,0.225,0.25,0.10625,45,17.5,37.5,0.5,0,1.5,18.36779,-64.69295
6066,2017,1,23.3172,0.15,0.3,0.1,45,0.5,54.5,5,0,0,18.36828,-64.69179
6067,2017,1,21.7932,1.35,0.4,0.240625,20,7.5,72.5,16,1.5,30,18.36957,-64.69245
6068,2017,1,21.1836,0.6,0.625,0.1415,37.5,23,39.5,1,5,5,18.37008,-64.6964
6070,2017,1,19.9644,0.4,0.45,0.115,52.5,5,42.5,25,7.5,7.5,18.37101,-64.69267
6071,2017,1,22.5552,0.25,0.3,0.10625,60,27.5,12.5,0.5,1,2,18.37067,-64.68557
6073,2017,1,22.5552,0.7,1.15,0.185,12.5,47.5,40,2,31.5,2.5,18.37129,-64.68398
6074,2017,1,26.8224,0.35,0.6,0.10625,15,85,0,2,15.5,4,18.37795,-64.74236
6075,2017,1,17.6784,0.6,1.4,0.196,35,62.5,2.5,9.5,36,15,18.35126,-64.80218
6076,2017,1,21.4884,0.205,1.25,0.1125,5,95,0,0.5,55,15,18.35969,-64.79271
6077,2017,1,22.2504,0.5,0.45,0.135,47.5,7.5,45,1,1,5,18.36214,-64.68942
6079,2017,1,19.2024,0.325,0.3,0.10125,55,0.5,44.5,0,1,2,18.37087,-64.73077
6080,2017,1,20.574,0.355,1.3,0.145,0,100,0,1,25,14.5,18.37075,-64.71908
6081,2017,1,19.812,0.5,0.4,0.11,17.5,5,77.5,1,0.5,3,18.37131,-64.72815
6082,2017,1,20.2692,0.3255,0.3755,0.1075,45,0.5,54.5,0,5,5,18.37225,-64.72795
6084,2017,1,9.4488,0.605,1.25,0.2145,30,60,10,1.5,49.5,6,18.37362,-64.74552
6085,2017,1,26.9748,0.175,0.7,0.10125,42.5,5,52.5,0.5,2,5,18.30175,-64.96889
6086,2017,1,25.146,0.6,1,0.12875,7,92.5,0.5,13.5,32.5,11.5,18.33763,-65.06265
6087,2017,1,25.146,0.6,1,0.19875,10,7.5,82.5,0,0,5,18.34148,-65.05565
6088,2017,1,28.8036,0.49,0.475,0.1075,41,40.5,18.5,0,0.5,6,18.34432,-65.05556
6089,2017,1,20.2692,0.65,0.95,0.1825,27.5,65,7.5,8.5,6,9.5,18.3493,-64.85209
6090,2017,1,19.6596,0.6,1.75,0.3085,37.5,60,2.5,6,18,12.5,18.35123,-64.85762
6092,2017,1,18.7452,0.15,0.15,0.1,12.5,5,82.5,0.5,0.5,3,18.35367,-64.87031
6093,2017,1,28.4988,0.5,0.7,0.11875,2.5,97.5,0,11.5,20,21,18.35865,-64.84563
6094,2017,1,27.5844,1.9,1.15,0.50375,12.5,87.5,0,6,23,4,18.36474,-64.88351
6095,2017,1,26.5176,0.6,1.7,0.16975,32.5,62.5,5,2,27.5,16.5,18.36487,-64.87913
6096,2017,1,25.6032,0.525,1.05,0.16625,0,100,0,11.5,3.5,1.5,18.36965,-65.01575
6097,2017,1,23.1648,0.69,1.3,0.31125,0,99.5,0.5,14,12.5,1,18.37182,-65.02722
6098,2017,1,18.7452,0.65,0.775,0.13525,0,100,0,2,3,4,18.37578,-64.95911
6099,2017,1,28.194,0.325,0.85,0.1075,47.5,52,0.5,0.5,6,2.5,18.37882,-64.88816
6101,2017,1,19.3548,0.65,0.95,0.29775,10,80,10,10,9.5,1.5,18.3845,-64.9889
6102,2017,1,25.908,0.35,0.85,0.2125,2.5,97.5,0,1.5,4.5,6,18.38483,-64.95964
6103,2017,1,24.9936,0.75,1.45,0.2855,0,100,0,16.5,12.5,3.5,18.38587,-64.98812
6105,2017,1,23.622,0.65,1.2,0.20975,1,99,0,4.5,11.5,5.5,18.39212,-64.86327
6106,2017,1,22.5552,0.65,1.5,0.19875,10,80,10,13.5,15,6.5,18.40496,-65.04853
6107,2017,1,25.908,1.605,0.9,0.7574375,5,95,0,12.5,7.5,5,18.29501,-64.75703
6109,2017,1,29.2608,0.95,0.625,0.55625,10,90,0,16,2,3,18.29407,-64.74545
6110,2017,1,26.0604,0.875,1.375,0.34625,5,92,3,4.5,3.5,5.5,18.30114,-64.69199
6111,2017,1,23.622,1.85,1.3,0.962125,3,95,2,30,15,5,18.30188,-64.73372
6113,2017,1,19.2024,0.8,1.65,0.18575,55,45,0,5,38,15,18.35444,-64.83466
6114,2017,1,13.5636,0.9,0.3,0.197,67.5,30,2.5,2.5,2.5,2,18.34933,-64.69992
6115,2017,1,12.192,1.6,0.505,0.49,10,70,20,4.5,1.5,1.5,18.3508,-64.69487
6116,2017,1,15.0876,1.8,1.975,0.727,3.5,89,7.5,8,7.5,2.5,18.35779,-64.77686
6117,2017,1,17.2212,3.5,1.15,1.27525,22.5,77.5,0,4,4,3,18.36237,-64.75802
6118,2017,1,19.9644,3.625,1.125,1.4898125,20,75,5,8,7.5,3.5,18.36735,-64.75844
6119,2017,1,18.8976,0.35,0.7,0.125,25,27.5,47.5,13,1,6.5,18.32541,-64.83038
6120,2017,1,13.1064,0.915,0.78,0.597,2.5,96,1.5,42.5,1.5,10,18.34608,-64.98832
6121,2017,1,12.0396,0.4,0.7,0.1375,12.5,80,7.5,5.5,5,8.5,18.3068,-64.84767
6122,2017,1,14.1732,1,0.9,0.436,15,80,5,15,17.5,22.5,18.30894,-64.85954
6123,2017,1,28.8036,0.45,0.7,0.166,20,77.5,2.5,1,0,2.5,18.27214,-64.84153
6124,2017,1,20.574,0.95,1.05,0.30375,32.5,60,7.5,7.5,4,5,18.27665,-64.84344
6125,2017,1,20.7264,0.55,0.7,0.1425,5,95,0,1.5,2.5,11.5,18.29123,-64.80314
6127,2017,1,29.4132,0.5,0.9,0.175,6,91.5,2.5,1,1.5,5.5,18.27549,-64.70657
6128,2017,1,23.3172,1.025,1.6,0.3155625,5,95,0,1,12,3.5,18.28103,-64.69869
6129,2017,1,21.4884,0.3,1.2,0.26875,2.5,97.5,0,1.5,25,5,18.28161,-64.69806
6130,2017,1,23.9268,0.355,1.25,0.125,10,90,0,0.5,17.5,5.5,18.28246,-64.69087
6131,2017,1,27.1272,0.9,1.55,0.25,15,82.5,2.5,2,27.5,9,18.28477,-64.68302
6134,2017,1,20.4216,2.475,1.1,0.9853125,17.5,75,7.5,6,12.5,4,18.30369,-64.6923
6135,2017,1,20.4216,3.5,1.075,1.167,22.5,67.5,10,3,10,3,18.30645,-64.68592
6136,2017,1,25.7556,1.1,0.8,0.2225,30,65,5,0.5,3,3,18.31897,-64.64056
6137,2017,1,19.05,2.35,1.55,0.630125,30,62.5,7.5,5,14,3,18.32393,-64.67608
6138,2017,1,17.8308,0.8,1.4,0.234,49,47.5,3.5,2.5,48.5,15,18.35547,-64.83408
6139,2017,1,26.5176,0.21,0.9,0.11375,0,100,0,1,37.5,9.5,18.35973,-64.79604
6140,2017,1,11.43,1.15,2.2,0.3775,20,70,10,2.5,21.5,1.5,18.36834,-64.79821
6141,2017,1,20.7264,0.3,1.25,0.125,60,37.5,2.5,1.5,24.5,5,18.3694,-64.68846
6142,2017,1,14.9352,1.125,1.54,0.22025,42.5,47.5,10,7,42.5,2,18.36261,-64.77879
6143,2017,1,12.954,1.8,1.125,0.55225,25,75,0,7.5,12.5,6.5,18.30311,-64.71059
6144,2017,1,14.1732,0.505,1.3,0.19125,35,65,0,3.5,10,6.5,18.31429,-64.73415
6146,2017,1,15.6972,1.2,1.5,0.48525,10,82.5,7.5,5,57.5,7.5,18.35582,-64.78759
6147,2017,1,21.1836,1.45,1.65,0.395125,30,65,5,6,35,20,18.35997,-64.78625
6148,2017,1,11.8872,1.3,1.6,0.465,6,87.5,6.5,6,17.5,5,18.36967,-64.76204
6149,2017,1,18.1356,1.675,0.775,0.3095625,5,85,10,3,1.5,4,18.2747,-64.88575
6150,2017,1,17.526,1.35,1,0.370375,32.5,60,7.5,10,7.5,16.5,18.30158,-65.01209
6151,2017,1,13.716,0.225,0.775,0.10625,55,37.5,7.5,1.5,15,4,18.30405,-64.82109
6152,2017,1,24.0792,0.6,0.505,0.119,46,44,10,1,0,26,18.30762,-65.01057
6153,2017,1,21.1836,0.2,1,0.1,40,57.5,2.5,1,44.5,14,18.32225,-64.81996
6156,2017,1,17.2212,1.025,1.725,0.411,10,90,0,6,32.5,3.5,18.36261,-64.87663
6159,2017,1,17.9832,1.1,1.4,0.48625,9,90,1,13.5,15.5,3.5,18.39353,-64.91331
6160,2017,1,19.6596,0.5,1.25,0.2875,0,100,0,10,55,10,18.39751,-64.89677
6161,2017,1,13.1064,0.71,0.565,0.2695,4,93,3,5.5,1,4,18.30856,-64.85671
6162,2017,1,14.478,0.725,0.75,0.11975,55,40,5,5,3,20,18.30995,-64.84431
6163,2017,1,20.8788,0.075,0.25,0.1,85,3.5,11.5,1,0.5,1.5,18.32151,-64.83234
6164,2017,1,26.9748,0.25,0.475,0.1025,0,12.5,87.5,0.5,0.5,3,18.28398,-64.81492
6165,2017,1,26.5176,0.4,0.625,0.1075,52.5,17.5,30,1,1,5,18.29037,-64.80698
6167,2017,1,27.8892,0.55,0.5,0.1975,25,67.5,7.5,2,0.5,6,18.29947,-64.69217
6168,2017,1,29.718,0.9,0.4,0.1715,15,65,20,0,1,3.5,18.31066,-64.65932
6169,2017,1,11.8872,0.75,0.825,0.51275,15,85,0,2,20,2,18.31504,-64.69862
6170,2017,1,26.9748,0.275,0.375,0.11375,37.5,40,22.5,0.5,6,2.5,18.31519,-64.68393
6171,2017,1,14.9352,2,1.625,0.507,17.5,77.5,5,7.5,10,7.5,18.33285,-64.66449
6173,2017,1,20.2692,9.5,0.4,2.73875,25,70,5,2,10,2.5,18.33465,-64.69319
6175,2017,1,11.5824,1.755,1.505,0.4231875,0,87.5,12.5,5,20,2.5,18.30808,-64.71913
6176,2017,1,13.716,0.95,1.1,0.144,65,27.5,7.5,1.5,37.5,15,18.36346,-64.69557
6177,2017,1,16.764,1.025,1.05,0.34325,22,77.5,0.5,9,21,3.5,18.36386,-64.8947
6179,2017,1,23.0124,3.89,1.535,1.204,22.5,77.5,0,21,6.5,7.5,18.36974,-64.99445
6181,2017,1,17.3736,1.15,0.7,0.30525,47.5,42.5,10,7,3.5,12,18.2991,-64.83288
6182,2017,1,10.9728,0.575,1.2,0.19325,12.5,85,2.5,4.5,24,8.5,18.30662,-64.82552
6183,2017,1,5.9436,2.7,1.1,0.67625,17.5,75,7.5,5.5,7.5,3,18.31693,-64.69948
6184,2017,1,5.0292,2.5,1,0.489,60,32.5,7.5,1.5,5,1,18.33743,-64.66258
6185,2017,1,12.8016,2.75,0.85,1.297125,15,80,5,10.5,22.5,3,18.335,-64.6892
6186,2017,1,12.6492,2.95,1.15,1.542,20,70,10,4,25,2,18.33591,-64.68895
6187,2017,1,5.7912,1.7,1.55,0.72125,2.5,97.5,0,2,57.5,5,18.34187,-64.68916
6188,2017,1,8.0772,2.375,1.3,0.9036875,5,80,15,11,10.5,5,18.34453,-64.68193
6189,2017,1,8.0772,1.95,1.3,0.785875,15,85,0,2,29,9.5,18.31608,-64.737
6191,2017,1,1.6764,0.45,0.8,0.1375,5,90,5,2.5,8,2,18.36418,-64.73107
6192,2017,1,8.2296,0.775,0.5,0.2325,17.5,74,8.5,2,1.5,5,18.2988,-64.81875
6193,2017,1,8.5344,0.875,0.65,0.2305,40,52.5,7.5,8.5,5.5,13.5,18.32857,-64.97172
6194,2017,1,5.7912,1.75,1.15,0.700625,2.5,95,2.5,12,20,4,18.33628,-64.84513
6195,2017,1,3.5052,0.65,0.95,0.224,55,37.5,7.5,5,6.5,10,18.37158,-64.92872
6196,2017,1,2.4384,0.675,0.05,0.22,0,100,0,1,0,0,18.30335,-64.87498
6197,2017,1,12.4968,2.5,0.85,0.87125,22.5,72.5,5,17.5,15,2.5,18.30781,-64.84619
6198,2017,1,2.1336,1.15,0.7,0.4575,6,92,2,8.5,36.5,6,18.32356,-64.83356
6199,2017,1,11.1252,5.5,0.8,2.1075,0.5,94,5.5,3,2.5,2.5,18.23106,-64.85307
6200,2017,1,4.2672,2.8,0.4,0.60625,5,87.5,7.5,2,1,1,18.23283,-64.85319
6201,2017,1,5.0292,1.4,1.3,0.29625,25,67.5,7.5,2.5,11.5,3.5,18.37305,-64.74329
6202,2017,1,5.0292,1.1,1.1,0.329,20,75,5,2.5,8.5,2.5,18.37295,-64.74273
6203,2017,1,11.7348,0.48,0.45,0.13075,75,25,0,5.5,1,47.5,18.32831,-64.95474
6206,2017,1,3.3528,1.1,0.5,0.35575,55,40,5,2,1.5,2.5,18.34711,-64.66856
6207,2017,1,3.2004,0.63,0.55,0.178,50,47.5,2.5,0,0,10,18.35081,-64.69487
6208,2017,1,2.7432,1.05,0.45,0.29475,30,65,5,1.5,0.5,3,18.35139,-64.69294
6209,2017,1,4.1148,1.4,1.5,0.45375,40,55,5,5.5,42.5,8.5,18.34931,-64.67914
6210,2017,1,5.1816,1,0.75,0.278,55,37.5,7.5,5,14,3.5,18.36251,-64.69399
6212,2017,1,12.6492,0.935,0.925,0.3175,2.5,95,2.5,8,2.5,11.5,18.34307,-64.98274
6213,2017,1,7.62,0.375,0.8,0.1325,67.5,30,2.5,2,15.5,7,18.30113,-64.83047
6214,2017,1,1.9812,1.2,0.4,0.3,17.5,80,2.5,3,2.5,1,18.32106,-64.84169
6215,2017,1,10.3632,0.75,1.35,0.2265,24,75,1,5.5,40,5.5,18.35575,-64.83791
6216,2017,1,9.144,1.35,1.65,0.35375,45,55,0,0.5,50,29.5,18.36309,-64.79739
6217,2017,1,8.9916,1.15,1.15,0.341,12.5,85,2.5,2,27.5,3.5,18.34159,-64.68487
6218,2017,1,8.6868,1.25,1.15,0.2815,50,45,5,12,17.5,7.5,18.34524,-64.68397
6219,2017,1,5.7912,2.05,1.3,0.798125,22.5,77.5,0,1.5,30,7.5,18.32096,-64.74699
6222,2017,1,5.6388,1.45,1.65,0.44225,20,65,15,2,16,4,18.35617,-64.76306
6223,2017,1,5.4864,0.7,1.85,0.354,2.5,82.5,15,4,10,3,18.35777,-64.76586
6225,2017,1,6.2484,1.005,1.4,0.2975,0,100,0,2,27,5,18.36146,-64.77109
6226,2017,1,4.7244,0.95,1.1,0.343125,5,75,20,2.5,12.5,3.5,18.36857,-64.75553
6227,2017,1,7.7724,1.525,1.235,0.2810625,10,6.5,83.5,1,0.5,3,18.27585,-64.89687
6228,2017,1,11.5824,0.55,0.45,0.1745,62.5,32.5,5,15.5,2.5,15,18.32472,-64.96563
6229,2017,1,11.8872,1.2,0.925,0.22325,54,40,6,13,4,17.5,18.32765,-64.97366
6231,2017,1,7.0104,0.75,0.525,0.1595,65,27.5,7.5,6,7.5,6.5,18.33492,-64.97612
6232,2017,1,2.8956,0.825,0.875,0.21775,20,80,0,9.5,6,4,18.35669,-64.85403
6233,2017,1,11.43,1.275,0.975,0.54525,3.5,96.5,0,9,50,1,18.36573,-65.00903
6234,2017,1,3.3528,1.21,0.575,0.545,0,99,1,3.5,4,0,18.3797,-64.96581
6235,2017,1,2.5908,0.65,0.7,0.16225,12.5,81.5,6,2,3,1,18.40427,-64.90728
6236,2017,1,9.906,3.5,0.675,0.8985,24,65,11,7,5.5,1.5,18.30152,-64.87688
6237,2017,1,10.5156,0.15,0.35,0.1,37.5,27.5,35,0.5,2,3.5,18.30439,-64.82691
6238,2017,1,2.286,1.5,1.25,0.461,30,60,10,2,39,9.5,18.34555,-64.67998
6239,2017,1,7.9248,1.125,0.625,0.27775,47.5,47.5,5,0.5,4.5,2.5,18.34807,-64.67771
6240,2017,1,11.7348,0.55,0.5,0.29,20,70,10,2.5,6,1.5,18.33822,-64.69098
6241,2017,1,6.858,1.05,0.45,0.153125,62.5,30,7.5,1.5,3.5,1.5,18.35338,-64.69506
6242,2017,1,11.7348,0.725,1.2,0.17725,40,55,5,4,7.5,4,18.31369,-64.75665
6243,2017,1,10.5156,2.55,0.9,0.61575,60,40,0,4.5,25,3.5,18.31436,-64.75747
6244,2017,1,3.6576,0.45,0.35,0.11875,22.5,62.5,15,1.5,1,4,18.34762,-64.78175
6246,2017,1,8.6868,1.3,0.85,0.527,32.5,64,3.5,3,7.5,4,18.36419,-64.93657
6248,2017,1,10.3632,1.35,0.7,0.495125,25,72.5,2.5,13.5,13.5,19,18.31701,-64.83503
6256,2017,1,10.9728,3.05,1.3,1.1545,12.5,87.5,0,6,35,5,18.29946,-64.70415
6258,2017,1,6.7056,2.3,1.1,0.61375,32.5,67.5,0,3.5,20,10,18.31561,-64.72647
6259,2017,1,2.7432,2.4,0.4,0.69125,6,91.5,2.5,7.5,2.5,5,18.31029,-64.96022
6264,2017,1,8.8392,5.5,0.95,1.27,12.5,77.5,10,13,10,7.5,18.30391,-64.84787
6278,2017,1,12.954,1.3,1.3,0.57,7.5,90,2.5,2.5,15,6.5,18.3378,-64.79792
6279,2017,1,16.4592,1.9,1.8,0.9415,5,95,0,8.5,19,3,18.36311,-64.77542
6281,2017,1,19.5072,0.9,0.9,0.1985,45,40,15,1,2.5,10,18.30526,-64.95754
6302,2017,1,20.4216,0.525,0.45,0.15375,25,50,25,1,0,4.5,18.36782,-64.7054
6303,2017,1,16.6116,0.9,0.45,0.11025,25,7.5,67.5,0.5,0.5,1.5,18.36855,-64.71772
6331,2017,1,19.812,3.25,1.15,1.39125,0,99,1,2,2,3,18.36437,-64.77161
6352,2017,1,22.2504,1.55,0.75,0.347125,45,52.5,2.5,8.5,2,9.5,18.34387,-64.79642
6354,2017,1,16.9164,1.375,1.375,0.34,25,65,10,5,15,7.5,18.35666,-64.7948
6356,2017,1,21.1836,0.3,0.55,0.1125,60,20,20,0,0,2.5,18.31254,-65.00014
6360,2017,1,13.4112,0.8,0.9,0.29325,5,95,0,5.5,12.5,2,18.37459,-64.98747
6372,2017,1,19.9644,0.6,1.25,0.17,50,40,10,1,4.5,5.5,18.3547,-64.66897
6379,2017,1,13.8684,0.2,0.55,0.1125,65,5,30,0,0,5,18.30566,-65.00642
6391,2017,1,9.4488,1.65,1.4,0.346375,22.5,65,12.5,8.5,2,3.5,18.36065,-64.75308
6392,2017,1,11.7348,0.8,1.2,0.23375,2.5,95,2.5,4,5.5,3.5,18.36098,-64.76263
6403,2017,1,10.2108,0.45,1.4,0.10825,22.5,77.5,0,2,30,15,18.37338,-64.74074
6404,2017,1,13.2588,0.6,0.7,0.1165,67.5,22.5,10,1,8,6.5,18.37392,-64.74235
6411,2017,1,5.9436,1.35,1.3,0.291875,57.5,42.5,0,7.5,42.5,10,18.36017,-64.80592
6423,2017,1,8.6868,0.8,0.45,0.2475,11,85.5,3.5,6,4.5,8.5,18.31389,-64.859
6426,2017,1,4.2672,1.25,1.3,0.43225,32.5,62.5,5,7.5,34,5.5,18.36555,-64.79974
6430,2017,1,5.0292,1.45,1.6,0.363125,25,57.5,17.5,1.5,22.5,2,18.356,-64.76293
6431,2017,1,5.9436,1,1.05,0.2775,10,75,15,2,7.5,4.5,18.35643,-64.75731
6432,2017,1,10.668,0.6,1.9,0.2575,4,86,10,4.5,16,5,18.36538,-64.77442
6433,2017,1,3.2004,0.95,0.8,0.446,32.5,50,17.5,3,5,3.5,18.36728,-64.72093
6435,2017,1,10.3632,0.7,1.175,0.24025,45,25,30,6,20.5,20,18.3194,-64.98784
6900,2017,1,21.7932,0.5,0.35,0.1225,27.5,60,12.5,0.5,5,15.5,18.32837,-64.80996
4004,2019,1,19.812,1.57,0.805,0.681575,12.5,72.5,15,2.5,2,5,17.64104,-64.83688
4005,2019,1,26.8224,0.77,1.01,0.27375,0,99.5,0.5,8.5,2,5,17.6411,-64.91309
4006,2019,1,12.954,1,1.15,0.31275,5,95,0,2,2,1.5,17.64181,-64.84743
4008,2019,1,13.2588,1.15,0.925,0.64625,5,50.5,44.5,3,2,6.5,17.6433,-64.83978
4009,2019,1,18.8976,3.25,1.4,1.778375,7.5,92.5,0,6.5,7,8.5,17.6431,-64.90264
4010,2019,1,12.6492,0.625,0.675,0.1315,21,77,2,1,1.5,3,17.64521,-64.8303
4012,2019,1,13.716,0.525,0.34,0.2095,0,99.5,0.5,0.5,0,1.5,17.6459,-64.86051
4015,2019,1,15.5448,0.24,0.45,0.1025,35,62.5,2.5,0.5,0,1,17.64945,-64.82524
4016,2019,1,15.0876,0.875,0.305,0.39125,1,96.5,2.5,0,0.5,2.5,17.65014,-64.83957
4018,2019,1,15.6972,0.265,0.33,0.11375,15,49,36,0.5,1.5,2.5,17.65127,-64.81969
4020,2019,1,13.5636,0.45,0.23,0.177,0,90,10,0,0,2,17.65157,-64.83292
4021,2019,1,14.3256,0.43,0.26,0.13375,53.5,44,2.5,0.5,0.5,2,17.65266,-64.89614
4023,2019,1,18.1356,0.925,0.825,0.34125,3,96.5,0.5,3.5,3.5,3.5,17.65466,-64.7881
4027,2019,1,13.2588,0.58,0.105,0.13125,2.5,95,2.5,1.5,0.5,6,17.65548,-64.89798
4028,2019,1,10.8204,0.2,0.225,0.1125,45,52.5,2.5,0,0,0,17.65555,-64.87741
4031,2019,1,8.5344,0.95,0.65,0.23575,15,62.5,22.5,0,0.5,0,17.65734,-64.8411
4033,2019,1,11.1252,0.205,0.325,0.1025,67.5,31.5,1,0,0,1.5,17.65746,-64.87808
4037,2019,1,8.9916,0.8,0.85,0.2425,7.5,87.5,5,0,0,0,17.65784,-64.84088
4038,2019,1,9.144,0.32,0.355,0.105,1,98,1,0,0.5,1,17.65967,-64.88712
4042,2019,1,10.2108,0.215,0.575,0.10125,57.5,40,2.5,0,0.5,1.5,17.66066,-64.87447
4045,2019,1,6.858,0.6,1.15,0.21625,1.5,96,2.5,3.5,8,1.5,17.66149,-64.83624
4048,2019,1,8.382,0.725,0.4,0.23475,20,74,6,0.5,0.5,0.5,17.66477,-64.81955
